Brand,Model,Year,Horsepower,Engine_Size,Weight,Torque,Acceleration_0_100,Power_Weight,Torque_Weight,Drivetrain,Transmission
Aston Martin,Valkyrie,2022,1147,3.4,2710,1251,2.47,0.4232472324723247,0.4616236162361624,AWD,Auto
BMW,M5 CS,2021,627,2.2,4059,572,2.93,0.15447154471544716,0.14092140921409213,AWD,Auto
Porsche,911 GT3 RS,2016,525,6.9,3331,579,3.08,0.15761032722906035,0.17382167517262084,RWD,DCT
Aston Martin,Valkyrie,2024,1121,3.3,2741,1057,2.53,0.4089748267055819,0.38562568405691355,AWD,Auto
Rolls-Royce,Ghost,2012,561,5.0,5564,603,4.42,0.10082674335010784,0.10837526959022287,RWD,Auto
Aston Martin,DBS Superleggera,2020,700,5.6,3882,653,3.24,0.18031942297784648,0.1682122617207625,AWD,Auto
McLaren,Artura,2023,671,3.8,3350,759,3.07,0.20029850746268657,0.22656716417910447,RWD,DCT
BMW,M5 CS,2021,634,5.2,4118,585,3.08,0.15395823215152987,0.1420592520641088,RWD,Auto
Lamborghini,Aventador SVJ,2019,767,2.1,3939,914,2.77,0.19471947194719472,0.23203858847423203,RWD,Auto
Mercedes-AMG,GT Black Series,2024,724,3.7,3597,816,2.96,0.20127884348067834,0.2268557130942452,AWD,DCT
Lamborghini,Aventador SVJ,2020,768,6.9,4079,803,2.83,0.1882814415297867,0.19686197597450356,RWD,Auto
Rolls-Royce,Wraith,2017,632,2.9,5366,649,4.49,0.11777860603801714,0.12094670145359672,RWD,Auto
Bentley,Flying Spur,2021,540,3.8,5140,517,4.0,0.10505836575875487,0.10058365758754864,AWD,Auto
Ferrari,F8 Tributo,2020,715,5.7,3172,657,2.85,0.22540983606557377,0.20712484237074402,RWD,DCT
Aston Martin,DB11 AMR,2020,613,3.9,4042,589,3.52,0.1516575952498763,0.14571994062345373,AWD,Auto
Mercedes-AMG,GT63 S,2022,602,5.5,4705,666,3.04,0.1279489904357067,0.14155154091392136,AWD,Auto
Lamborghini,Aventador SVJ,2019,767,4.6,4088,919,2.77,0.18762230919765166,0.22480430528375733,AWD,Auto
Mercedes-AMG,SL63 AMG,2015,594,2.1,4371,559,3.5,0.13589567604667124,0.12788835506749027,RWD,Auto
Porsche,911 GT3 RS,2022,510,3.6,3330,601,3.07,0.15315315315315314,0.1804804804804805,AWD,DCT
Mercedes-AMG,GT63 S,2024,625,2.5,4683,661,3.14,0.1334614563314115,0.1411488362161008,RWD,Auto
Bentley,Continental GT Speed,2019,634,6.4,5143,697,3.69,0.12327435349018083,0.13552401322185495,RWD,DCT
Porsche,911 Turbo S,2011,593,4.0,3657,658,2.32,0.1621547716707684,0.17992890347279192,AWD,DCT
BMW,XM Label Red,2023,745,6.7,5997,884,3.87,0.12422878105719526,0.1474070368517592,AWD,Auto
Porsche,911 Turbo S,2010,627,7.1,3633,732,2.36,0.17258464079273328,0.2014863748967795,AWD,DCT
Mercedes-AMG,GT Black Series,2024,725,5.7,3542,671,2.95,0.204686617730096,0.18944099378881987,RWD,DCT
Porsche,911 Turbo S,2020,584,4.3,3620,644,2.51,0.16132596685082873,0.17790055248618786,RWD,DCT
Bugatti,Mistral,2024,1598,5.2,4493,1835,2.21,0.3556643667927888,0.40841308702425994,AWD,DCT
BMW,M5 CS,2022,632,2.2,4067,597,3.08,0.15539709859847553,0.14679124661912957,AWD,Auto
Mercedes-AMG,SL63 AMG,2015,595,2.7,4379,712,3.62,0.13587577072390958,0.16259419958894725,RWD,Auto
McLaren,765LT,2021,759,5.0,3095,698,2.75,0.24523424878836833,0.22552504038772214,RWD,DCT
Mercedes-AMG,GT Black Series,2023,724,7.6,3544,840,2.85,0.20428893905191872,0.23702031602708803,AWD,DCT
Porsche,911 Turbo S,2021,592,2.2,3622,638,2.64,0.16344561016013254,0.17614577581446714,RWD,DCT
Bugatti,Divo,2020,1527,2.9,4454,1451,2.37,0.3428378985181859,0.3257745846430175,AWD,DCT
Mercedes-AMG,GT Black Series,2021,720,5.8,3586,861,2.97,0.2007808142777468,0.24010039040713888,RWD,DCT
Ferrari,F8 Tributo,2020,712,3.4,3180,770,2.88,0.2238993710691824,0.24213836477987422,RWD,DCT
Lamborghini,Aventador SVJ,2022,759,3.6,4001,894,2.74,0.18970257435641089,0.2234441389652587,AWD,Auto
Rolls-Royce,Wraith,2018,625,5.1,5269,676,4.3,0.1186183336496489,0.12829758967546023,RWD,Auto
Ferrari,SF90 Stradale,2021,959,5.5,3803,1109,2.1,0.252169339994741,0.29161188535366817,RWD,DCT
Bugatti,Divo,2020,1513,4.1,4496,1397,2.37,0.33652135231316727,0.310720640569395,AWD,DCT
Bugatti,Mistral,2024,1583,7.9,4317,1537,2.21,0.3666898309010887,0.3560342830669446,RWD,DCT
Lamborghini,Aventador SVJ,2019,759,7.1,4090,889,2.72,0.18557457212713938,0.21735941320293398,RWD,Auto
Mercedes-AMG,GT Black Series,2024,720,6.1,3556,680,3.03,0.20247469066366705,0.19122609673790777,RWD,DCT
Porsche,911 GT2 RS,2018,690,7.2,3329,699,2.72,0.20726945028537097,0.2099729648543106,RWD,DCT
Ferrari,SF90 Stradale,2020,960,5.5,3644,1067,2.06,0.26344676180021953,0.29281009879253567,AWD,DCT
Lamborghini,Revuelto,2023,1007,7.4,4440,991,2.19,0.2268018018018018,0.2231981981981982,RWD,DCT
Lamborghini,Aventador SVJ,2019,756,7.2,3901,861,2.83,0.19379646244552678,0.2207126377851833,AWD,Auto
Mercedes-AMG,SL63 AMG,2017,583,6.4,4344,597,3.69,0.13420810313075507,0.13743093922651933,RWD,Auto
Porsche,911 Turbo S,2015,629,5.2,3684,704,2.65,0.17073832790445168,0.19109663409337677,RWD,DCT
Lamborghini,Revuelto,2023,1010,3.8,4499,1093,2.37,0.22449433207379418,0.24294287619470994,RWD,DCT
Rolls-Royce,Ghost,2024,588,3.1,5391,679,4.66,0.10907067334446299,0.1259506585049156,RWD,Auto
Bugatti,Mistral,2023,1580,5.1,4442,1612,2.17,0.35569563259792886,0.3628995947771274,AWD,DCT
Aston Martin,Valkyrie,2022,1127,6.4,2780,1319,2.58,0.4053956834532374,0.4744604316546763,AWD,Auto
Bugatti,Chiron,2021,1476,5.7,4452,1474,2.37,0.33153638814016173,0.3310871518418688,RWD,DCT
Lamborghini,Aventador SVJ,2022,762,3.0,4138,765,2.82,0.18414693088448525,0.1848719188013533,RWD,Auto
Aston Martin,Valkyrie,2024,1130,4.6,2726,1104,2.33,0.4145267791636097,0.40498899486427,AWD,Auto
Lamborghini,Huracan EVO,2019,632,4.1,3187,726,2.9,0.19830561656730467,0.22780043928459368,AWD,DCT
Porsche,911 Turbo S,2019,614,2.7,3632,596,2.41,0.16905286343612336,0.16409691629955947,AWD,DCT
Lamborghini,Huracan EVO,2023,625,6.3,3177,650,3.02,0.19672647151400693,0.2045955303745672,AWD,DCT
Mercedes-AMG,GT63 S,2022,612,5.3,4680,719,3.08,0.13076923076923078,0.15363247863247864,RWD,Auto
McLaren,765LT,2021,759,3.0,2989,814,2.63,0.2539310806289729,0.2723318835731014,AWD,DCT
Aston Martin,Valkyrie,2022,1123,2.7,2777,1101,2.48,0.40439323010442924,0.39647101188332734,RWD,Auto
Lamborghini,Huracan EVO,2024,618,5.3,3308,651,3.1,0.186819830713422,0.1967956469165659,RWD,DCT
Porsche,911 Turbo S,2012,633,5.9,3585,603,2.44,0.17656903765690377,0.1682008368200837,RWD,DCT
Bentley,Continental GT Speed,2024,643,5.3,4995,661,3.54,0.12872872872872873,0.13233233233233233,RWD,DCT
McLaren,720S,2018,713,2.0,3129,854,2.87,0.22786832853946948,0.27293064876957496,RWD,DCT
Lamborghini,Huracan EVO,2019,633,5.7,3115,711,3.2,0.2032102728731942,0.22825040128410914,RWD,DCT
Lamborghini,Aventador SVJ,2018,763,3.0,3821,812,2.89,0.19968594608741166,0.2125098141847684,RWD,Auto
Ferrari,812 Superfast,2020,813,4.4,3873,872,2.93,0.2099147947327653,0.22514846372321198,AWD,DCT
Rolls-Royce,Ghost,2011,574,5.5,5437,564,4.69,0.10557292624609159,0.10373367665992275,RWD,Auto
Mercedes-AMG,GT Black Series,2023,724,7.5,3571,817,3.04,0.20274432931951833,0.22878745449453936,RWD,DCT
BMW,M8 Competition,2023,610,5.7,4469,608,3.02,0.13649586037144776,0.13604833296039381,RWD,Auto
Rolls-Royce,Wraith,2014,624,5.8,5297,734,4.32,0.1178025297338116,0.13856900132150274,AWD,Auto
Ferrari,SF90 Stradale,2023,994,7.6,3719,900,2.24,0.26727614950255446,0.24200053777897285,RWD,DCT
Aston Martin,Valkyrie,2022,1100,5.7,2768,1045,2.31,0.39739884393063585,0.377528901734104,AWD,Auto
Aston Martin,DBS Superleggera,2020,711,2.4,3915,835,3.22,0.18160919540229886,0.21328224776500637,AWD,Auto
Mercedes-AMG,GT Black Series,2023,722,2.4,3530,717,2.99,0.20453257790368273,0.20311614730878186,RWD,DCT
BMW,M8 Competition,2021,601,6.1,4318,546,3.01,0.13918480778138026,0.12644742936544698,AWD,Auto
Lamborghini,Aventador SVJ,2022,752,5.5,3944,760,2.82,0.19066937119675456,0.1926977687626775,RWD,Auto
Rolls-Royce,Wraith,2014,632,7.8,5344,756,4.24,0.11826347305389222,0.14146706586826346,AWD,Auto
Lamborghini,Aventador SVJ,2021,765,3.9,4059,891,2.85,0.188470066518847,0.21951219512195122,AWD,Auto
McLaren,Artura,2024,665,2.3,3424,652,3.02,0.19421728971962618,0.19042056074766356,RWD,DCT
Lamborghini,Aventador SVJ,2018,758,3.8,3889,898,2.72,0.19490871689380304,0.23090768835176137,RWD,Auto
Aston Martin,DBS Superleggera,2021,704,3.1,3879,675,3.31,0.18149007476153647,0.1740139211136891,RWD,Auto
McLaren,765LT,2022,756,3.0,2974,792,2.63,0.2542030934767989,0.26630800268997984,RWD,DCT
Bugatti,Chiron,2018,1576,6.4,4415,1592,2.37,0.356964892412231,0.3605889014722537,AWD,DCT
Rolls-Royce,Ghost,2022,589,5.1,5410,637,4.64,0.1088724584103512,0.1177449168207024,RWD,Auto
Ferrari,F8 Tributo,2023,700,2.8,3235,833,2.84,0.21638330757341576,0.25749613601236476,RWD,DCT
Bentley,Flying Spur,2022,585,3.5,4866,620,3.71,0.12022194821208385,0.12741471434443075,RWD,Auto
Rolls-Royce,Ghost,2013,603,3.6,5566,553,4.59,0.10833632770391664,0.09935321595400647,AWD,Auto
Bugatti,Mistral,2023,1596,7.1,4391,1653,2.25,0.36347073559553633,0.3764518332953769,AWD,DCT
Lamborghini,Huracan EVO,2020,634,4.8,3206,724,3.19,0.19775421085464753,0.22582657517155333,AWD,DCT
BMW,M5 CS,2022,634,7.5,4075,752,3.1,0.15558282208588958,0.1845398773006135,RWD,Auto
Lamborghini,Revuelto,2024,1011,4.9,4417,1186,2.27,0.2288883857822051,0.26850803712927324,RWD,DCT
Bentley,Bentayga Speed,2023,637,4.5,5724,743,3.83,0.1112858141160028,0.12980433263452132,RWD,Auto
Lamborghini,Huracan EVO,2020,612,6.5,3277,734,3.08,0.1867561794324077,0.2239853524565151,RWD,DCT
Lamborghini,Huracan EVO,2019,638,7.2,3121,753,3.16,0.20442165972444729,0.2412688240948414,RWD,DCT
McLaren,720S,2019,704,4.0,3193,645,2.84,0.22048230504227997,0.20200438459129347,RWD,DCT
Mercedes-AMG,SL63 AMG,2023,596,6.8,4215,673,3.58,0.1413997627520759,0.15966785290628707,AWD,Auto
Bentley,Continental GT Speed,2018,660,7.7,5100,699,3.51,0.12941176470588237,0.13705882352941176,RWD,DCT
Mercedes-AMG,GT Black Series,2023,727,7.4,3550,809,2.96,0.2047887323943662,0.22788732394366198,AWD,DCT
Bugatti,Divo,2019,1488,2.5,4486,1410,2.35,0.33169861792242533,0.3143111903700401,RWD,DCT
McLaren,765LT,2023,760,6.9,2955,766,2.77,0.2571912013536379,0.2592216582064298,RWD,DCT
Bentley,Flying Spur,2024,580,3.1,5035,627,3.81,0.11519364448857994,0.12452830188679245,AWD,Auto
McLaren,720S,2020,704,6.4,3017,757,2.86,0.2333443818362612,0.2509115014915479,RWD,DCT
Bugatti,Mistral,2023,1595,7.4,4427,1857,2.15,0.36028913485430314,0.41947142534447707,RWD,DCT
Bentley,Flying Spur,2023,576,5.2,4884,604,3.89,0.11793611793611794,0.12366912366912367,AWD,Auto
McLaren,765LT,2022,763,3.8,3093,788,2.78,0.24668606530876172,0.25476883284836727,RWD,DCT
Bugatti,Chiron,2016,1518,6.0,4466,1510,2.38,0.3399014778325123,0.3381101656963726,AWD,DCT
Rolls-Royce,Ghost,2023,567,5.4,5367,585,4.79,0.10564561207378424,0.10899944102850755,RWD,Auto
Bentley,Continental GT Speed,2015,644,4.6,4935,712,3.61,0.13049645390070921,0.1442755825734549,AWD,DCT
Mercedes-AMG,GT63 S,2024,626,2.4,4793,712,3.28,0.13060713540580013,0.14854996870436052,RWD,Auto
Bugatti,Chiron,2018,1481,6.0,4427,1738,2.34,0.33453806189292973,0.39259091935848206,RWD,DCT
Bentley,Bentayga Speed,2024,642,7.3,5650,706,3.83,0.1136283185840708,0.12495575221238939,AWD,Auto
BMW,M8 Competition,2024,610,4.2,4388,584,3.16,0.1390154968094804,0.13309024612579762,RWD,Auto
Porsche,911 Turbo S,2021,636,3.4,3599,699,2.62,0.17671575437621562,0.19422061683801056,RWD,DCT
Mercedes-AMG,SL63 AMG,2017,583,7.0,4206,589,3.63,0.13861150737042321,0.14003804089396102,AWD,Auto
Bentley,Bentayga Speed,2022,642,4.1,5649,647,3.74,0.11364843335103558,0.11453354576031156,RWD,Auto
Aston Martin,Valkyrie,2024,1132,2.1,2703,1108,2.32,0.4187939326674066,0.4099149093599704,AWD,Auto
McLaren,Artura,2022,648,3.7,3330,587,3.01,0.1945945945945946,0.1762762762762763,AWD,DCT
Ferrari,812 Superfast,2020,809,6.0,3708,769,2.81,0.21817691477885653,0.20738942826321466,RWD,DCT
Rolls-Royce,Phantom,2011,561,3.8,5753,556,5.31,0.09751434034416825,0.09664522857639492,RWD,Auto
Porsche,911 Turbo S,2024,608,6.0,3618,647,2.62,0.16804864566058597,0.17882808181315643,RWD,DCT
BMW,M8 Competition,2024,614,6.1,4369,668,3.16,0.14053559166857404,0.15289539940489816,AWD,Auto
Mercedes-AMG,GT63 S,2021,610,2.8,4609,684,3.29,0.13234975048817532,0.14840529399001953,RWD,Auto
McLaren,765LT,2020,752,7.0,3049,687,2.79,0.24663824204657264,0.22531977697605773,RWD,DCT
Porsche,911 Turbo S,2014,636,2.5,3644,669,2.66,0.17453347969264543,0.18358946212952798,AWD,DCT
Rolls-Royce,Phantom,2017,558,3.5,5749,591,5.14,0.09706035832318664,0.10280048704122456,RWD,Auto
McLaren,765LT,2021,759,4.2,3082,792,2.66,0.2462686567164179,0.25697598961713175,AWD,DCT
Bugatti,Divo,2019,1531,6.8,4488,1726,2.33,0.3411319073083779,0.38458110516934046,RWD,DCT
Porsche,911 GT2 RS,2020,695,6.1,3345,661,2.62,0.2077727952167414,0.19760837070254111,AWD,DCT
Ferrari,F8 Tributo,2021,716,7.9,3126,859,2.83,0.2290467050543826,0.27479206653870764,RWD,DCT
McLaren,765LT,2024,762,7.6,3037,871,2.67,0.2509054988475469,0.2867961804412249,RWD,DCT
Mercedes-AMG,GT63 S,2022,621,6.6,4660,608,3.27,0.1332618025751073,0.13047210300429185,AWD,Auto
Aston Martin,DB11 AMR,2023,627,4.0,4094,742,3.52,0.15315095261358086,0.18124084025403028,RWD,Auto
Bentley,Continental GT Speed,2018,646,2.7,5036,699,3.51,0.1282764098490866,0.13880063542494042,AWD,DCT
BMW,M8 Competition,2020,606,2.8,4387,650,3.13,0.13813540004558925,0.1481650330521997,RWD,Auto
Ferrari,812 Superfast,2020,805,5.9,3760,866,2.93,0.21409574468085107,0.23031914893617023,RWD,DCT
Mercedes-AMG,SL63 AMG,2017,579,5.1,4221,586,3.65,0.13717128642501777,0.13882966121772092,RWD,Auto
Bugatti,Mistral,2023,1599,6.2,4445,1881,2.21,0.3597300337457818,0.42317210348706413,RWD,DCT
Aston Martin,DB11 AMR,2018,630,4.2,4015,696,3.61,0.1569115815691158,0.17334993773349938,AWD,Auto
Porsche,911 GT2 RS,2020,697,4.2,3397,763,2.66,0.20518104209596702,0.22460994995584338,RWD,DCT
Lamborghini,Aventador SVJ,2021,753,3.3,4179,873,2.88,0.18018664752333094,0.2089016511127064,AWD,Auto
Aston Martin,Valkyrie,2022,1116,3.3,2808,1204,2.51,0.3974358974358974,0.4287749287749288,RWD,Auto
Bugatti,Divo,2019,1542,2.0,4420,1822,2.38,0.34886877828054297,0.4122171945701357,AWD,DCT
McLaren,Artura,2024,655,7.1,3362,606,3.05,0.19482450922070196,0.1802498512790006,RWD,DCT
Bentley,Bentayga Speed,2020,631,7.4,5643,741,3.8,0.11181995392521708,0.13131313131313133,RWD,Auto
Bugatti,Chiron,2017,1507,2.4,4469,1609,2.37,0.33721190422913405,0.36003580219288434,AWD,DCT
Ferrari,812 Superfast,2019,790,6.8,3699,829,2.83,0.2135712354690457,0.2241146255744796,AWD,DCT
Bentley,Bentayga Speed,2024,645,3.7,5722,758,3.99,0.11272282418734708,0.13247116392869626,RWD,Auto
Mercedes-AMG,SL63 AMG,2022,589,7.8,4307,664,3.53,0.1367541211980497,0.1541676340840492,RWD,Auto
Lamborghini,Huracan EVO,2022,628,6.5,3106,751,3.16,0.20218931101094656,0.24179008370895042,RWD,DCT
McLaren,720S,2018,704,6.1,3172,660,2.72,0.22194199243379573,0.2080706179066835,AWD,DCT
McLaren,720S,2020,709,6.0,3182,651,2.78,0.22281583909490887,0.20458830923947202,AWD,DCT
Rolls-Royce,Phantom,2022,543,6.6,5660,554,5.25,0.09593639575971731,0.09787985865724382,RWD,Auto
Mercedes-AMG,GT Black Series,2024,724,6.8,3516,825,2.95,0.20591581342434584,0.23464163822525597,RWD,DCT
BMW,M8 Competition,2024,607,7.1,4327,619,3.15,0.14028195054310147,0.14305523457360758,RWD,Auto
Lamborghini,Huracan EVO,2019,621,5.5,3334,681,3.14,0.18626274745050989,0.20425914817036592,RWD,DCT
Porsche,911 GT3 RS,2021,500,3.2,3294,510,3.28,0.15179113539769276,0.15482695810564662,AWD,DCT
Ferrari,812 Superfast,2022,797,5.3,3777,933,2.85,0.21101403230076782,0.24702144559173947,AWD,DCT
Porsche,911 Turbo S,2016,585,3.1,3619,534,2.35,0.16164686377452334,0.14755457308648798,RWD,DCT
BMW,XM Label Red,2024,740,3.6,5966,868,3.77,0.124036205162588,0.14549111632584646,AWD,Auto
Bentley,Continental GT Speed,2017,652,7.3,4951,659,3.53,0.13169056756210867,0.13310442334881842,AWD,DCT
Bentley,Flying Spur,2022,620,6.3,4887,619,3.74,0.1268671986904031,0.12666257417638632,RWD,Auto
Bugatti,Chiron,2024,1472,3.9,4476,1384,2.33,0.3288650580875782,0.3092046470062556,AWD,DCT
Rolls-Royce,Ghost,2013,603,6.0,5486,576,4.69,0.10991615020051039,0.10499453153481589,AWD,Auto
Bugatti,Mistral,2024,1592,4.0,4443,1784,2.21,0.35831645284717534,0.4015304974116588,RWD,DCT
McLaren,Artura,2022,660,4.3,3482,709,3.07,0.18954623779437105,0.20361860999425618,RWD,DCT
Bentley,Continental GT Speed,2021,636,7.5,5050,750,3.61,0.12594059405940594,0.1485148514851485,RWD,DCT
Bugatti,Divo,2019,1531,7.7,4452,1714,2.31,0.34389038634321656,0.38499550763701706,RWD,DCT
McLaren,Artura,2022,669,6.4,3486,699,3.1,0.1919104991394148,0.20051635111876076,RWD,DCT
Bentley,Bentayga Speed,2021,635,3.9,5742,655,3.8,0.11058864507140369,0.11407175200278649,AWD,Auto
Lamborghini,Aventador SVJ,2022,763,4.3,4095,693,2.71,0.18632478632478633,0.16923076923076924,AWD,Auto
Lamborghini,Aventador SVJ,2022,757,7.1,3802,732,2.86,0.199105733824303,0.19253024723829562,RWD,Auto
Ferrari,F8 Tributo,2022,714,6.6,3120,776,2.88,0.22884615384615384,0.24871794871794872,RWD,DCT
Rolls-Royce,Phantom,2023,565,5.6,5811,514,5.01,0.09722939253140596,0.08845293409051798,RWD,Auto
BMW,M5 CS,2022,627,7.9,4113,746,2.97,0.15244347191830782,0.1813761244833455,RWD,Auto
Porsche,911 GT2 RS,2019,692,7.1,3390,781,2.69,0.20412979351032448,0.2303834808259587,AWD,DCT
Porsche,911 GT3 RS,2018,518,2.7,3318,480,3.03,0.15611814345991562,0.14466546112115733,AWD,DCT
Rolls-Royce,Ghost,2016,580,6.1,5427,617,4.68,0.10687304219642528,0.11369080523309379,RWD,Auto
Rolls-Royce,Ghost,2024,594,6.5,5343,633,4.5,0.1111734980348119,0.1184727681078046,RWD,Auto
Aston Martin,DBS Superleggera,2019,709,6.9,3962,720,3.27,0.17895002523977788,0.18172640080767288,AWD,Auto
Aston Martin,DB11 AMR,2018,618,7.7,3957,566,3.57,0.1561789234268385,0.14303765478898156,AWD,Auto
Bugatti,Mistral,2023,1591,6.8,4480,1871,2.29,0.35513392857142856,0.41763392857142856,AWD,DCT
Ferrari,812 Superfast,2018,785,3.5,3806,744,2.95,0.20625328428796638,0.19548081975827641,RWD,DCT
Lamborghini,Revuelto,2024,1017,7.7,4351,1136,2.2,0.23373937025971042,0.2610894047345438,RWD,DCT
Aston Martin,DB11 AMR,2022,608,6.0,4061,639,3.57,0.14971681851760651,0.15735040630386604,AWD,Auto
Bugatti,Chiron,2018,1532,4.8,4466,1585,2.37,0.3430362740707568,0.35490371697268247,RWD,DCT
Porsche,911 GT3 RS,2018,521,3.3,3235,589,3.07,0.16105100463678515,0.18207109737248842,RWD,DCT
Ferrari,F8 Tributo,2021,712,3.6,3147,647,2.83,0.22624721957419766,0.2055926278995869,AWD,DCT
Mercedes-AMG,SL63 AMG,2016,593,6.7,4244,683,3.62,0.13972667295004712,0.16093308199811499,AWD,Auto
Lamborghini,Revuelto,2024,1012,6.8,4326,973,2.33,0.2339343504392048,0.22491909385113268,AWD,DCT
Rolls-Royce,Ghost,2012,590,6.9,5394,552,4.58,0.10938079347423063,0.10233592880978866,AWD,Auto
Ferrari,SF90 Stradale,2023,951,2.5,3818,881,2.27,0.24908328968046098,0.23074908328968047,RWD,DCT
McLaren,720S,2018,717,5.1,3124,833,2.9,0.22951344430217668,0.2666453265044814,AWD,DCT
BMW,XM Label Red,2024,742,3.5,6018,849,3.9,0.12329677633765371,0.14107676969092722,RWD,Auto
Bugatti,Divo,2020,1481,7.3,4420,1588,2.39,0.3350678733031674,0.3592760180995475,RWD,DCT
Lamborghini,Revuelto,2024,1008,4.7,4439,1195,2.18,0.22707817075918,0.26920477585041674,AWD,DCT
Rolls-Royce,Ghost,2023,558,5.9,5372,640,4.75,0.10387192851824274,0.11913626209977662,AWD,Auto
Ferrari,F8 Tributo,2020,720,6.4,3239,792,2.83,0.22229083050324175,0.24451991355356592,RWD,DCT
BMW,XM Label Red,2024,745,4.2,6083,685,3.66,0.12247246424461615,0.1126089100772645,RWD,Auto
Ferrari,F8 Tributo,2023,720,2.3,3183,796,2.9,0.22620169651272384,0.25007854225573356,RWD,DCT
Lamborghini,Huracan EVO,2021,639,7.7,3136,712,2.98,0.2037627551020408,0.22704081632653061,RWD,DCT
Bugatti,Divo,2020,1555,5.6,4447,1539,2.36,0.3496739374859456,0.3460760062963796,RWD,DCT
Bentley,Bentayga Speed,2021,644,7.5,5669,597,3.97,0.11360028223672605,0.10530957840889045,RWD,Auto
McLaren,765LT,2021,760,4.1,2981,819,2.78,0.2549480040254948,0.274740020127474,RWD,DCT
Bentley,Flying Spur,2021,544,3.8,4981,643,3.73,0.10921501706484642,0.12909054406745635,RWD,Auto
Mercedes-AMG,SL63 AMG,2018,593,4.6,4228,599,3.63,0.1402554399243141,0.14167455061494796,AWD,Auto
Rolls-Royce,Wraith,2016,638,2.7,5278,668,4.23,0.12087912087912088,0.12656309208033345,AWD,Auto
Lamborghini,Revuelto,2024,1005,3.0,4472,1034,2.3,0.22473166368515204,0.231216457960644,AWD,DCT
Aston Martin,DBS Superleggera,2021,709,5.0,3978,713,3.36,0.1782302664655606,0.1792357968828557,AWD,Auto
Rolls-Royce,Wraith,2020,636,4.1,5208,581,4.28,0.12211981566820276,0.11155913978494623,AWD,Auto
Rolls-Royce,Wraith,2020,612,5.1,5240,652,4.2,0.116793893129771,0.12442748091603054,RWD,Auto
McLaren,Artura,2022,646,4.7,3433,756,3.0,0.188173609088261,0.22021555490824352,AWD,DCT
Mercedes-AMG,SL63 AMG,2012,582,5.8,4383,685,3.54,0.1327857631759069,0.15628564909879078,AWD,Auto
Rolls-Royce,Wraith,2023,615,4.9,5399,588,4.38,0.11390998333024634,0.10890905723282089,RWD,Auto
Porsche,911 GT2 RS,2020,697,5.8,3339,708,2.77,0.20874513327343516,0.21203953279424978,RWD,DCT
Bugatti,Divo,2020,1548,7.5,4478,1582,2.3,0.3456900401965163,0.3532827154979902,RWD,DCT
Porsche,911 GT2 RS,2020,696,3.5,3340,682,2.65,0.20838323353293414,0.20419161676646708,AWD,DCT
Lamborghini,Aventador SVJ,2019,760,3.5,4195,763,2.76,0.18116805721096543,0.18188319427890345,RWD,Auto
McLaren,Artura,2022,646,2.1,3331,674,3.01,0.19393575502851995,0.2023416391474032,AWD,DCT
Bugatti,Mistral,2024,1589,4.3,4304,1614,2.26,0.3691914498141264,0.375,RWD,DCT
Ferrari,F8 Tributo,2020,702,6.1,3205,725,2.87,0.2190327613104524,0.22620904836193448,RWD,DCT
Bugatti,Chiron,2019,1492,2.1,4413,1348,2.33,0.3380920009064129,0.3054611375481532,RWD,DCT
McLaren,Artura,2022,643,7.9,3332,599,3.02,0.19297719087635054,0.1797719087635054,RWD,DCT
Lamborghini,Huracan EVO,2021,634,4.7,3167,696,3.18,0.2001894537417114,0.2197663403852226,AWD,DCT
Bentley,Continental GT Speed,2021,649,3.3,4903,728,3.57,0.1323679379971446,0.1484805221293086,AWD,DCT
Bugatti,Mistral,2023,1597,7.9,4459,1837,2.22,0.35815205202960304,0.4119757793227181,AWD,DCT
Bugatti,Divo,2019,1491,7.8,4429,1408,2.3,0.336644840821856,0.3179047188981711,AWD,DCT
McLaren,720S,2020,700,3.4,3038,784,2.75,0.2304147465437788,0.25806451612903225,RWD,DCT
Aston Martin,DB11 AMR,2024,622,3.1,4080,643,3.51,0.15245098039215688,0.15759803921568627,RWD,Auto
McLaren,765LT,2023,752,4.8,3029,777,2.67,0.24826675470452295,0.25652030373060414,RWD,DCT
BMW,XM Label Red,2024,744,5.9,5975,767,3.82,0.12451882845188285,0.12836820083682007,RWD,Auto
